Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
SARAFINA,11.237623580868739,male,1.6026732136710191,7.8570674404661744,albino,0.2649435946549119,no,7.370146443866271,9.51465376303977,14.748411499766702,7,1.0,2216.1013996568818
MACGUIVER,8.554420223050242,female,2.983661124819286,7.136609522082164,grey,0.18638905658090849,yes,7.114160573600702,5.17209492161869,12.646446523792195,4,3.0,668.7413148599979
DUGAN,11.926381273041297,male,2.062357768357202,7.643590437064012,red,0.19361726577398683,yes,1.6930991017896502,9.396662189000459,24.53933167416209,9,2.0,1880.7084674106416
SHEIA,13.316886976590224,male,1.2396837497384892,8.07428281735829,dark brown,0.25725263722648883,no,6.085602322591391,7.51233955877872,17.7829038745126,6,8.0,408.66348850100457
ABI,9.331850678300036,male,0.6967389335903661,7.028389122220196,grey,0.22604225579635776,no,5.912053888265146,6.969656952470912,14.528432840618416,8,8.0,170.43637795292986
DOC,6.407004517288954,female,3.84281111134819,3.5867274928338078,dark brown,0.12777685936073382,yes,3.101478285710418,3.5955458861563487,8.811490498378463,0,8.0,23.685091952676355
CHENEGA,11.63263202096381,male,1.8333945675243122,7.818309057453909,grey,0.3376926668029545,no,6.235854262470576,6.383559601957949,16.990119848800298,6,5.0,1219.0965161178335
RISKY,7.115786848302557,female,4.004139787710208,3.3141679415649072,brown spots,0.10977286425915958,no,3.7159550363382077,4.60585011431678,12.024509260149756,6,8.0,84.0686209080023
PABLO,11.253340389264341,male,0.9988966974048532,9.021801658115743,light brown,0.264767605025578,no,7.272273217750186,6.807224066272006,16.685088765800742,8,14.0,35.47732952101901
JAMESON,9.402224580117117,female,2.9667899716857966,7.260978546446099,albino,0.20454421682739687,no,5.353074180464268,8.059253999864127,13.935763987496681,10,2.0,1815.6192419953913
BUBA,9.67489837983479,male,1.5101568592419217,6.9030347704600254,light brown,0.20471124934602952,yes,5.700046003632115,6.6587141708379045,8.635202715108456,6,5.0,223.78457691063693
BEETLE,8.164103842677093,male,2.1339782880949922,4.20511406993198,brown spots,0.11248613286173181,no,4.8951695171026035,7.356114532518991,9.51596720870806,6,10.0,36.35212808262844
ELSA,6.786962308412606,female,4.09576817724533,3.0219789383182314,albino,0.10632140358983477,no,3.6873680223805074,6.492060618977925,11.464590622553215,6,5.0,312.8882809588752
SIR,12.061359020120463,male,2.022028364056882,7.949017218533938,grey,0.2537105547928533,no,4.961894463929267,7.617225136840226,10.360103749449689,3,2.0,1291.7653116419517
MINX,2.477372416924415,female,4.7151360770840425,1.3090846614513574,black,0.07294368753233528,no,1.5674066251182472,2.2839521987508062,3.6905921647024567,4,1.0,47.29209300313265
COCOA,8.725128316845069,female,2.2067184078632764,6.178925728870502,grey,0.165687158233985,no,5.48655273824928,5.903400825087539,13.102203875789142,7,6.0,357.146314620647
KILO,12.21988674107613,male,2.710263047744705,8.942173553228342,grey spots,0.27473137157147287,no,5.073584122700932,8.177427356431478,17.909100076051978,6,8.0,361.5852774151412
IVORY,9.159137756538446,male,1.8252551542351634,6.061262939281874,brown spots,0.16237271248677207,no,4.704254514210791,6.016438460448123,16.659651294137397,0,5.0,848.2526844586274
MONKEY,2.762095266568879,female,3.4295995140905418,1.716071944940434,grey,0.07730575210823065,no,1.8107943370115183,1.770812536232916,3.425304740222845,7,1.0,53.62452598480987
BLACKIE,8.160478326068887,male,1.6786500625868164,4.684248827071646,black,0.20366960683620391,yes,3.6014303630181987,5.656743770412515,10.901072565975719,3,23.0,1.665699892062455
KLHOE,11.663986492055168,male,2.1179301620770685,8.509180932904506,black,0.31065420535634786,no,5.5192604107743115,9.298663759484317,19.821480499204817,4,3.0,2633.3610803153006
DAISY,9.695498389851847,male,1.7764643120412313,7.422615520418438,grey,0.18888763718084903,no,3.2200690229897084,8.633906204637826,14.195892815938794,4,6.0,430.0550532096623
MAGS,7.827683078775014,female,4.255288135340032,4.8863049434297166,grey,0.17334481650527206,yes,2.5910424394372287,4.970694188893114,14.58350245906756,3,1.0,772.0020339875034
KAYMA,5.742489917894358,female,3.739469385886308,1.2574615998992222,brown spots,0.12036552013489779,no,2.070649447879803,4.521767245736856,9.043084805769803,4,4.0,267.91045466481074
JIMMY,7.512123953150253,female,4.41351061732544,5.783100640960836,grey,0.18701020814212607,no,3.387318841166183,6.759817842996974,8.20867596127845,1,3.0,584.7376458346212
POO-CHIE,6.765197748073959,male,2.162462568665111,4.006320667303868,light brown,0.17810034038965408,no,5.214681270032684,6.453759307508441,12.921700554540468,3,3.0,916.8069284890712
BINK,7.3457815555884,male,1.4110248746795597,5.270453348909069,grey,0.1657170823928947,no,3.190471379445292,6.713735755390643,6.909605122483841,5,4.0,327.8100331899764
MINA,9.578557574469903,female,4.357044135333241,4.854417365481109,red,0.16641869931206563,no,6.130445063802341,5.561188176860543,18.592513794992527,8,4.0,1674.6058149563924
BAILEY,7.948186732427447,male,1.9447645891923429,5.613351302135516,dark brown,0.1873081143886077,no,3.388053552074851,6.374977688281997,13.01207538120885,4,6.0,276.369592991612
MURDOCH SEAM,12.80449033381753,male,0.9594787633286653,9.241106005300823,red,0.3279006204299042,no,4.679023827150227,7.5854326077877445,23.908837810036644,6,3.0,3309.8352574319733
ALY,7.961396965982553,female,4.1812746290469605,4.428676412066128,red,3.6421857886565165,no,3.116671971522387,4.551994725959744,10.76601546090659,3,1.0,1068.4281654499796
CECI,11.761866044201748,male,1.9064801539340834,7.894638330068837,grey spots,0.19042003006617805,no,5.344057257750875,7.179408200411606,18.6870941684113,6,2.0,2723.3466695688876
PEANUT,15.894490779961906,male,1.9397713719635619,9.801123784883128,grey spots,0.30650967055476397,no,10.940594659588132,10.521238459826854,19.550557230891144,7,6.0,1294.971893118683
SCOUT,8.672421020670722,female,3.27418517358945,7.302775379807535,grey,0.31517405941401805,no,4.407031592445626,5.251476357284912,12.763690612770816,5,6.0,334.43818221146506
MKAYLA,11.63560321879225,female,3.746842851972083,7.750918918914714,dark brown,0.23077268167381748,no,6.5625773375467995,7.644696525326613,23.79959622094778,6,5.0,1893.9183279918982
BRAVE,9.227236979428513,female,4.126826789564608,5.329802511136484,light brown,0.2484125692506687,no,3.0944907538511393,2.9038054287470842,13.818047796586526,7,4.0,1037.266443506476
ZEEK,5.507755086653232,female,4.079283540305562,4.110265888869376,brown spots,0.08862577614406647,no,3.01192146122791,5.079523940079198,8.528952792445232,4,9.0,26.4973007330147
HARP,10.276451030538274,male,1.2981931533901498,6.616386233825447,brown spots,0.34569879453074936,no,4.67123936025141,8.043139967267038,21.043645152112088,4,1.0,3190.2245038342235
JELLY,8.547893642562917,male,2.306800065233722,5.420637141593025,grey spots,0.2233437677597113,no,4.783818056064775,6.4957334496722305,11.968375921304908,6,2.0,1352.0306007051984
BRADDAH,7.128583328704432,female,4.119844375783041,4.79805728292997,grey,0.16539081303860903,no,4.634941627560801,5.5952523584132825,8.147026557128548,7,2.0,724.2718733929653
URSUS,9.080984377547237,female,3.600941179099884,5.910716862597779,brown spots,0.25271184763723487,no,2.6602924823429093,7.25158782493834,13.888359314996961,0,8.0,143.26754636506894
SASKIA,10.398079726692616,male,2.1310882839912026,7.727272585163667,black,0.268741181262376,no,5.618426174671168,6.888363715348984,15.664743787555244,11,3.0,1903.8099717691007
THEA,11.03565621662684,male,0.9089274168359671,6.557967229370344,grey,0.24614061565531456,no,4.954424287859702,7.863150000657546,20.06822808049248,6,3.0,2638.9646934996617
MANU,6.554181809669783,female,3.556926040658245,4.413967299293039,grey,0.13026231000556113,no,4.320228123497964,4.240177716905469,10.558737136336385,4,4.0,464.00769236941693
PILOT,14.208244479671945,male,2.226136009288634,9.851930104201294,red,0.36225460746959776,no,8.017801927901202,7.263202613595529,29.287987255405103,4,4.0,3734.400351114769
HANS,9.50855120761625,female,2.8797266861832282,6.151908520135525,light brown,0.24142474936523067,yes,5.318810791860659,9.176193389486922,21.738741344800687,10,13.0,24.953997791096782
NAYLA,12.939602822842176,male,2.130743644050849,9.082786868909091,red,0.364410184926953,no,9.327970898368058,10.179221128142373,24.55432371666171,3,3.0,3727.417232805219
SWIPER,5.060677355648176,female,4.111618593182748,2.6710681848424906,brown spots,0.11484859061637014,no,1.8676112969669196,4.1012611892812405,8.629290693042986,2,2.0,363.4567705000631
MALI,6.7832135753755,male,1.3065866863422761,4.716979634134939,brown spots,0.14526984045466276,no,3.0613145189259856,3.011647429833524,12.245044379428288,3,1.0,1027.7030980068314
EMMETT,5.31887425475689,female,3.8210244103009963,3.2061641159603145,grey,0.14007070632290639,yes,1.9397824905679217,4.344041641467517,9.537638610467319,6,1.0,239.2015139119006
HENNA,6.95985247747034,female,4.348023433270168,2.542926235331693,grey spots,0.13553812106909593,no,4.087933205301803,5.916221826588268,9.536307323228913,3,9.0,42.72283344561134
HARVEY JR,8.063459909881884,male,2.1775232549499726,6.110728900551649,dark brown,0.191235852309972,no,5.197485158976814,5.7308117339942335,10.411454920652721,11,13.0,16.43750870099932
AYLA,9.571038876963419,female,3.4769726669710974,4.569349679077299,grey spots,0.14684446091126213,no,6.184310329105727,6.41357266154896,16.60173024920764,5,4.0,1468.9669800902805
ALLY,12.806348027302603,male,2.052976922053274,9.629804536112344,dark brown,0.2885174706944148,no,3.912164799789466,8.798225773409877,19.166150390948587,4,4.0,1999.5935338431184
KALINA,5.261554718099386,female,4.162722697892879,3.1855077176308844,grey,0.104998503941819,no,2.651719769251975,3.758092844760982,10.259614062705671,3,7.0,60.32981392973874
SHELBY,10.566856764750295,male,2.4476449149804176,5.427258654901053,albino,0.2624524038751321,no,4.312511298806308,7.438152985849539,19.48703616401029,6,6.0,791.4225827451393
TEEKA,8.657163443955694,female,2.838579317281753,5.40654545857043,albino,0.20372194606551658,no,3.9738220535047386,5.008581004475983,14.103109240088987,7,5.0,620.7546147586486
DIANA,9.070796156692959,male,2.4478544936226134,7.133869477227713,light brown,0.2319058891221554,no,5.245570885771294,5.8247378463500485,20.13227467575774,1,13.0,41.661664062012115
DOZER,6.997894060238494,male,2.031525582200094,4.7734181582041195,grey,0.2029333665085087,no,4.132214595691774,3.5340073355039934,9.40156594780694,5,4.0,448.9507552557907
CHIPS,12.819228907463888,male,2.0927866038954916,8.267796865270732,light brown,0.2116036211501269,no,5.542444918715115,7.747422024058885,27.792629105859824,10,11.0,218.66230586296888
KYLA,7.630340157896123,female,4.276539046076418,5.39151499825642,red,0.19609754196435372,no,5.760280679092628,5.33151239462291,11.264601459140549,2,10.0,44.291968349784845
PADAMAE,9.764313275123348,female,3.9699552168304546,6.876467124351681,red,0.25486166475717326,no,4.011806935692624,5.9329862347964335,20.336336695661995,8,1.0,2920.5605741788904
PIGGLES,6.97406839045776,female,4.607490265957817,4.895776013087369,black,0.12825016021403834,no,2.22028304177138,7.5925190041244575,12.830892211915272,5,10.0,40.24485887048435
WILLS,5.762531534121669,male,1.913319548280017,3.8323210625517814,light brown,0.07948401708861472,no,3.5963500304487885,4.182276349015804,6.667703745886933,4,1.0,413.1553028760162
JUNE CARTER,3.204689938636997,female,4.21821997216808,1.7093335721574259,brown spots,0.06428090430584178,no,1.686225766943086,2.246235547718868,5.689007133590593,4,7.0,17.33245474751924
LITTLE BIT,10.322103603693467,male,1.8920776329964988,7.096012237123957,grey spots,0.22450999887406467,no,3.8433646879527634,6.706211804009153,18.988249793265705,6,15.0,26.888723378073053
SISU,10.784242806720165,male,2.6775676005076763,4.9675471561999665,black,0.14328940810576318,no,2.67387403014678,5.387334127189563,18.451949987815993,10,14.0,37.372915183571315
FANGSIE,13.258894756467427,male,1.2597228960944973,7.590756362283823,brown spots,0.2708967030853489,no,8.710947330985128,9.283730043743294,30.906663014912866,11,7.0,1364.7778906488809
DOUGIE,7.908787938539787,male,1.6556461979978137,4.918215843303086,light brown,0.2113273435282157,yes,4.394882102955097,5.21954780669585,15.063833553805026,7,6.0,170.6086405859128
SPUDD,9.23206617302754,male,1.0700839843893188,7.894851228102315,albino,0.26032314642898563,no,2.406594548446461,5.311703876938328,13.707139600762245,6,3.0,1335.210959388412
SHEBAH BEAR,8.557135171260867,female,4.153287178081286,4.883483839458035,grey,0.12990644009658694,yes,3.1698950634268814,5.9409985225756605,10.757730723922409,5,1.0,595.6190632213879
BOOJO,11.894310877282818,female,3.7756004916461814,9.75562141405697,dark brown,0.19060302788556382,no,8.201965201115723,8.029825210350483,18.294522976568203,5,2.0,2788.2479944254274
FLYNN,14.18099432510941,male,2.326918886209682,11.396280724871692,grey spots,0.32119773438449345,no,3.7853499339471175,10.28233200134606,27.544548977268295,3,6.0,1769.5437595543945
BOBA,7.537475285239771,female,4.043216167725461,5.268881087098834,albino,0.17726781066321898,no,3.69632111006941,5.339943493074084,7.73560358697764,7,2.0,692.2711674156983
NAKISKI,10.974282552229653,male,1.879029569476844,7.4270469961696,albino,0.17794477474475948,no,5.084948444728056,7.252389018737779,14.282847538361855,3,17.0,14.246908768841713
UMBRO,8.190177208802606,male,1.4035718013721488,4.113705554872579,grey spots,0.19836499466193339,no,3.5709672193390896,4.9871981253511715,14.187411443500256,4,8.0,120.63082989273127
NESTLE,6.11981798470407,female,3.8785658189114587,5.661608324244663,grey spots,0.17755056543336561,no,0.8440949677694032,3.208736575659723,9.50415182853641,5,4.0,300.45936099319925
SHABLU,12.715403779669101,male,2.0183921782894156,3.621358562475417,grey,0.3130793312915231,no,6.308753679966235,8.725095722427353,31.903705113864298,10,13.0,141.88128377720835
PONYO,9.809853971952567,female,3.627215887782427,7.10868061339263,dark brown,0.24615516455242198,no,4.4042936916280615,6.367668705287856,13.672430495392666,5,15.0,21.144675927933033
GLACIER,7.06330193503779,male,2.0180952555293477,4.731886388114278,grey,0.16922591976857143,no,3.417589469118156,4.7988362555008734,11.11059488313794,7,9.0,45.19267099705456
AKITO,13.2810859191355,male,2.494260478671022,6.2435904252673975,light brown,0.3191491472838627,no,5.5053197372534886,10.313350388342522,23.621313122746383,8,9.0,394.9573547776157
SPOCK,7.302178300328369,female,4.177533161134548,4.963298812224329,grey spots,0.21299420131065078,yes,3.954689857995077,3.987897400464502,14.30806468196153,2,16.0,7.064600659289813
EBBA,9.208350926223295,male,1.2239143523579719,3.848857439640036,dark brown,0.19177051062268408,no,2.958499220414105,6.2117965980743195,15.116555871091105,4,11.0,48.741452723481125
ROSE,17.055437237551175,male,1.665649355740412,6.73083985709514,light brown,0.4230245100553809,no,5.347223826180671,13.175000702486352,25.487340159343315,6,9.0,631.5634624835858
XAADAS,12.109786928471616,male,2.1689548303829045,7.2194273065168995,grey spots,0.33969473825541957,no,3.7119291670309016,7.619090097442809,22.2963101686302,5,6.0,1122.6572366170824
MIKKI,3.257158681789505,female,4.06133556967424,2.8964811634844296,light brown,0.09102610266689203,no,1.635208163792398,1.8322812643410684,5.640352317653372,0,4.0,58.93153378489487
MARY,8.308900364845202,male,2.2806859787947054,4.785385805630923,dark brown,0.21496291661086733,no,6.736435360082232,2.7200556140458114,8.294722914324314,4,13.0,15.261417528584989
KUM,5.930026893782823,male,1.3868401720683077,3.672759671270905,light brown,0.14759971052859105,no,2.3825614466261906,3.4304745693247654,10.286755113777001,11,3.0,506.3342066197542
CHANCEY,9.64943892469229,female,4.477913875782412,4.9429734773778184,dark brown,0.18733343408084457,no,4.429570410323919,7.046802577834592,14.30259747922869,4,1.0,1926.8806655009598
MR BIG,8.57313840100397,male,1.3082145411605373,4.382014918638688,grey spots,0.20349797346861542,no,3.915577944449353,5.0304423858108,9.125392643795752,5,1.0,1016.5029779790443
O'MALLEY,13.190653125830533,male,1.8394965896516298,7.435999078731268,grey spots,0.3610322227737979,no,7.9316638122135155,9.432206795778153,18.665258886906873,5,1.0,2760.680991685738
MCGYVER,5.727954191969259,female,4.040030957234087,3.3269859954812193,light brown,0.17425549661563625,no,3.324346562054559,5.000180382562365,8.817431632924498,8,11.0,17.0347804488872
